Symbol,Date,Close,Volume
btc,2013-08-08 08:00:00,101.672,0.0
btc,2013-08-09 08:00:00,103.4,0.0
btc,2013-08-10 08:00:00,102.71,0.0
btc,2013-08-11 08:00:00,103.77,0.0
btc,2013-08-12 08:00:00,105.18,0.0
btc,2013-08-13 08:00:00,106.068,0.0
btc,2013-08-14 08:00:00,111.621,0.0
btc,2013-08-15 08:00:00,111.87,0.0
btc,2013-08-16 08:00:00,109.867,0.0
btc,2013-08-17 08:00:00,112.74,0.0
btc,2013-08-18 08:00:00,114.4,0.0
btc,2013-08-19 08:00:00,118.782,0.0
btc,2013-08-20 08:00:00,120.5,0.0
btc,2013-08-21 08:00:00,121.51,0.0
btc,2013-08-22 08:00:00,122.499,0.0
btc,2013-08-23 08:00:00,120.0,0.0
btc,2013-08-24 08:00:00,120.44,0.0
btc,2013-08-25 08:00:00,122.0,0.0
btc,2013-08-26 08:00:00,122.04,0.0
btc,2013-08-27 08:00:00,125.67,0.0
btc,2013-08-28 08:00:00,123.02,0.0
btc,2013-08-29 08:00:00,123.44,0.0
btc,2013-08-30 08:00:00,129.2,0.0
btc,2013-08-31 08:00:00,137.76,0.0
btc,2013-09-01 08:00:00,138.17,0.0
btc,2013-09-02 08:00:00,137.17,0.0
btc,2013-09-03 08:00:00,137.51,0.0
btc,2013-09-04 08:00:00,135.21,0.0
btc,2013-09-05 08:00:00,129.96,0.0
btc,2013-09-06 08:00:00,126.13,0.0
btc,2013-09-07 08:00:00,123.73,0.0
btc,2013-09-08 08:00:00,121.77,0.0
btc,2013-09-09 08:00:00,126.4,0.0
btc,2013-09-10 08:00:00,127.78,0.0
btc,2013-09-11 08:00:00,131.65,0.0
btc,2013-09-12 08:00:00,134.22,0.0
btc,2013-09-13 08:00:00,135.05,0.0
btc,2013-09-14 08:00:00,131.39,0.0
btc,2013-09-15 08:00:00,129.95,0.0
btc,2013-09-16 08:00:00,131.48,0.0
btc,2013-09-17 08:00:00,131.31,0.0
btc,2013-09-18 08:00:00,132.06,0.0
btc,2013-09-19 08:00:00,130.23,0.0
btc,2013-09-20 08:00:00,128.57,0.0
btc,2013-09-21 08:00:00,126.78,0.0
btc,2013-09-22 08:00:00,128.37,0.0
btc,2013-09-23 08:00:00,126.73,0.0
btc,2013-09-24 08:00:00,126.09,0.0
btc,2013-09-25 08:00:00,127.99,0.0
btc,2013-09-26 08:00:00,128.02,0.0
btc,2013-09-27 08:00:00,131.84,0.0
btc,2013-09-28 08:00:00,133.93,0.0
btc,2013-09-29 08:00:00,140.28,0.0
btc,2013-09-30 08:00:00,131.65,0.0
btc,2013-10-01 08:00:00,132.55,0.0
btc,2013-10-02 08:00:00,132.04,0.0
btc,2013-10-03 08:00:00,123.07,0.0
btc,2013-10-04 08:00:00,128.26,0.0
btc,2013-10-05 08:00:00,129.57,0.0
btc,2013-10-06 08:00:00,127.56,0.0
btc,2013-10-07 08:00:00,128.38,0.0
btc,2013-10-08 08:00:00,125.72,0.0
btc,2013-10-09 08:00:00,130.9,0.0
btc,2013-10-10 08:00:00,129.68,0.0
btc,2013-10-11 08:00:00,130.27,0.0
btc,2013-10-12 08:00:00,135.35,0.0
btc,2013-10-13 08:00:00,135.48,0.0
btc,2013-10-14 08:00:00,140.48,0.0
btc,2013-10-15 08:00:00,143.89,0.0
btc,2013-10-16 08:00:00,143.61,0.0
btc,2013-10-17 08:00:00,146.15,0.0
btc,2013-10-18 08:00:00,151.34,0.0
btc,2013-10-19 08:00:00,170.51,0.0
btc,2013-10-20 08:00:00,172.01,0.0
btc,2013-10-21 08:00:00,181.41,0.0
btc,2013-10-22 08:00:00,193.45,0.0
btc,2013-10-23 08:00:00,206.78,0.0
btc,2013-10-24 08:00:00,198.8,0.0
btc,2013-10-25 08:00:00,172.48,0.0
btc,2013-10-26 08:00:00,178.96,0.0
btc,2013-10-27 08:00:00,189.83,0.0
btc,2013-10-28 08:00:00,198.55,0.0
btc,2013-10-29 08:00:00,204.39,0.0
btc,2013-10-30 08:00:00,204.2,0.0
btc,2013-10-31 08:00:00,203.88,0.0
btc,2013-11-01 08:00:00,205.26,0.0
btc,2013-11-02 08:00:00,206.89,0.0
btc,2013-11-03 08:00:00,212.45,0.0
btc,2013-11-04 08:00:00,226.28,0.0
btc,2013-11-05 08:00:00,230.63,0.0
btc,2013-11-06 08:00:00,260.85,0.0
btc,2013-11-07 08:00:00,295.63,0.0
btc,2013-11-08 08:00:00,332.02,0.0
btc,2013-11-09 08:00:00,358.0,0.0
btc,2013-11-10 08:00:00,313.0,0.0
btc,2013-11-11 08:00:00,340.55,0.0
btc,2013-11-12 08:00:00,355.48,0.0
btc,2013-11-13 08:00:00,404.17,0.0
btc,2013-11-14 08:00:00,408.84,0.0
btc,2013-11-15 08:00:00,424.16,0.0
btc,2013-11-16 08:00:00,437.41,0.0
btc,2013-11-17 08:00:00,488.36,0.0
btc,2013-11-18 08:00:00,580.87,0.0
btc,2013-11-19 08:00:00,614.4,0.0
btc,2013-11-20 08:00:00,565.34,0.0
btc,2013-11-21 08:00:00,675.06,0.0
btc,2013-11-22 08:00:00,731.15,0
btc,2013-11-23 08:00:00,819.31,0.0
btc,2013-11-24 08:00:00,764.43,0.0
btc,2013-11-25 08:00:00,793.07,0.0
btc,2013-11-26 08:00:00,832.93,0.0
btc,2013-11-27 08:00:00,914.13,0.0
btc,2013-11-28 08:00:00,979.08,0.0
btc,2013-11-29 08:00:00,1101.83,0.0
btc,2013-11-30 08:00:00,1127.45,0.0
btc,2013-12-01 08:00:00,1033.39,0.0
btc,2013-12-02 08:00:00,974.03,0.0
btc,2013-12-03 08:00:00,1078.64,0.0
btc,2013-12-04 08:00:00,1121.48,0.0
btc,2013-12-05 08:00:00,989.04,0.0
btc,2013-12-06 08:00:00,1019.66,0.0
btc,2013-12-07 08:00:00,811.98,0.0
btc,2013-12-08 08:00:00,743.11,0.0
btc,2013-12-09 08:00:00,897.89,0.0
btc,2013-12-10 08:00:00,927.78,0.0
btc,2013-12-11 08:00:00,887.08,0.0
btc,2013-12-12 08:00:00,878.17,0.0
btc,2013-12-13 08:00:00,897.27,0.0
btc,2013-12-14 08:00:00,866.99,0.0
btc,2013-12-15 08:00:00,854.62,0.0
btc,2013-12-16 08:00:00,789.15,0.0
btc,2013-12-17 08:00:00,691.65,0.0
btc,2013-12-18 08:00:00,559.36,0.0
btc,2013-12-19 08:00:00,677.84,0.0
btc,2013-12-20 08:00:00,694.25,0.0
btc,2013-12-21 08:00:00,596.12,0.0
btc,2013-12-22 08:00:00,650.27,0.0
btc,2013-12-23 08:00:00,645.75,0.0
btc,2013-12-24 08:00:00,659.94,0.0
btc,2013-12-25 08:00:00,668.74,0.0
btc,2013-12-26 08:00:00,734.59,0.0
btc,2013-12-27 08:00:00,734.27,62881800.0
btc,2013-12-28 08:00:00,738.81,28121600.0
btc,2013-12-29 08:00:00,726.47,27018300.0
btc,2013-12-30 08:00:00,760.52,24717100.0
btc,2013-12-31 08:00:00,755.16,21903500.0
btc,2014-01-01 08:00:00,767.74,23448600.0
btc,2014-01-02 08:00:00,772.53,16837800.0
btc,2014-01-03 08:00:00,825.47,54171500.0
btc,2014-01-04 08:00:00,849.14,36344700.0
btc,2014-01-05 08:00:00,919.41,62414600.0
btc,2014-01-06 08:00:00,936.38,88584600.0
btc,2014-01-07 08:00:00,826.5,80268100.0
btc,2014-01-08 08:00:00,838.32,78060300.0
btc,2014-01-09 08:00:00,853.29,58813600.0
btc,2014-01-10 08:00:00,863.3,29763600.0
btc,2014-01-11 08:00:00,905.72,48299500.0
btc,2014-01-12 08:00:00,867.45,40171100.0
btc,2014-01-13 08:00:00,840.96,42950500.0
btc,2014-01-14 08:00:00,838.05,23469400.0
btc,2014-01-15 08:00:00,860.44,28600400.0
btc,2014-01-16 08:00:00,837.98,18719700.0
btc,2014-01-17 08:00:00,812.9,39266000.0
btc,2014-01-18 08:00:00,840.0,18052700.0
btc,2014-01-19 08:00:00,838.17,17574100.0
btc,2014-01-20 08:00:00,869.15,25421600.0
btc,2014-01-21 08:00:00,869.57,26779700.0
btc,2014-01-22 08:00:00,865.03,17879900.0
btc,2014-01-23 08:00:00,846.97,18412100.0
btc,2014-01-24 08:00:00,808.32,20176000.0
btc,2014-01-25 08:00:00,804.39,31742800.0
btc,2014-01-26 08:00:00,853.51,22676800.0
btc,2014-01-27 08:00:00,891.86,32539200.0
btc,2014-01-28 08:00:00,777.0,61878700.0
btc,2014-01-29 08:00:00,816.85,33409200.0
btc,2014-01-30 08:00:00,817.17,16261700.0
btc,2014-01-31 08:00:00,817.93,31107400.0
btc,2014-02-01 08:00:00,832.52,14722200.0
btc,2014-02-02 08:00:00,836.41,19347600.0
btc,2014-02-03 08:00:00,813.38,12759200.0
btc,2014-02-04 08:00:00,832.36,14823400.0
btc,2014-02-05 08:00:00,830.92,15706200.0
btc,2014-02-06 08:00:00,805.08,47441900.0
btc,2014-02-07 08:00:00,721.32,65733100.0
btc,2014-02-08 08:00:00,701.61,86940400.0
btc,2014-02-09 08:00:00,672.07,34864400.0
btc,2014-02-10 08:00:00,689.65,38527400.0
btc,2014-02-11 08:00:00,697.76,121884000.0
btc,2014-02-12 08:00:00,655.26,65970400.0
btc,2014-02-13 08:00:00,651.91,19109100.0
btc,2014-02-14 08:00:00,623.57,90917600.0
btc,2014-02-15 08:00:00,644.1,57350800.0
btc,2014-02-16 08:00:00,613.85,24104900.0
btc,2014-02-17 08:00:00,645.14,48516100.0
btc,2014-02-18 08:00:00,625.01,22066400.0
btc,2014-02-19 08:00:00,620.99,13276100.0
btc,2014-02-20 08:00:00,593.89,35743400.0
btc,2014-02-21 08:00:00,582.75,56059000.0
btc,2014-02-22 08:00:00,571.06,21675800.0
btc,2014-02-23 08:00:00,622.97,44590700.0
btc,2014-02-24 08:00:00,572.39,47229500.0
btc,2014-02-25 08:00:00,489.31,111102000.0
btc,2014-02-26 08:00:00,567.25,75039300.0
btc,2014-02-27 08:00:00,586.28,38219000.0
btc,2014-02-28 08:00:00,567.2,24649000.0
btc,2014-03-01 08:00:00,560.11,22903800.0
btc,2014-03-02 08:00:00,561.35,11143900.0
btc,2014-03-03 08:00:00,585.79,33049800.0
btc,2014-03-04 08:00:00,675.0,86124600.0
btc,2014-03-05 08:00:00,658.24,26946700.0
btc,2014-03-06 08:00:00,654.55,16659800.0
btc,2014-03-07 08:00:00,617.62,29823000.0
btc,2014-03-08 08:00:00,610.37,21353000.0
btc,2014-03-09 08:00:00,636.17,15489000.0
btc,2014-03-10 08:00:00,621.17,16425700.0
btc,2014-03-11 08:00:00,624.23,12542300.0
btc,2014-03-12 08:00:00,638.07,20806300.0
btc,2014-03-13 08:00:00,639.03,12866600.0
btc,2014-03-14 08:00:00,629.67,11939800.0
btc,2014-03-15 08:00:00,638.07,5963930.0
btc,2014-03-16 08:00:00,629.55,4834240.0
btc,2014-03-17 08:00:00,623.705,13371500.0
btc,2014-03-18 08:00:00,612.622,23217800.0
btc,2014-03-19 08:00:00,610.636,15227500.0
btc,2014-03-20 08:00:00,592.07,20048500.0
btc,2014-03-21 08:00:00,582.303,38053400.0
btc,2014-03-22 08:00:00,561.22,17983700.0
btc,2014-03-23 08:00:00,567.779,10283000.0
btc,2014-03-24 08:00:00,571.418,17185800.0
btc,2014-03-25 08:00:00,582.55,18634700.0
btc,2014-03-26 08:00:00,584.442,17583200
btc,2014-03-27 08:00:00,567.64,22316700.0
btc,2014-03-28 08:00:00,503.661,79571600.0
btc,2014-03-29 08:00:00,502.302,26810900.0
btc,2014-03-30 08:00:00,469.938,17867800.0
btc,2014-03-31 08:00:00,457.399,56838500.0
btc,2014-04-01 08:00:00,478.7163,35685800.0
btc,2014-04-02 08:00:00,437.515,49647600.0
btc,2014-04-03 08:00:00,447.0822,40765500.0
btc,2014-04-04 08:00:00,448.8792,22925500.0
btc,2014-04-05 08:00:00,464.8259,13404500.0
btc,2014-04-06 08:00:00,460.7028,10241400.0
btc,2014-04-07 08:00:00,457.792,9802770.0
btc,2014-04-08 08:00:00,450.4638,10921600.0
btc,2014-04-09 08:00:00,440.1983,13204400.0
btc,2014-04-10 08:00:00,360.8407,55868300.0
btc,2014-04-11 08:00:00,420.0563,62562800.0
btc,2014-04-12 08:00:00,420.66,19226500.0
btc,2014-04-13 08:00:00,414.9495,22493500.0
btc,2014-04-14 08:00:00,457.6338,50730200.0
btc,2014-04-15 08:00:00,520.1233,49561000.0
btc,2014-04-16 08:00:00,529.1625,56480100.0
btc,2014-04-17 08:00:00,494.4,34025500.0
btc,2014-04-18 08:00:00,478.2312,19042400.0
btc,2014-04-19 08:00:00,501.5515,19588200.0
btc,2014-04-20 08:00:00,497.3177,12103100.0
btc,2014-04-21 08:00:00,492.6733,15171400.0
btc,2014-04-22 08:00:00,484.8533,9770190.335015288
btc,2014-04-23 08:00:00,487.525,8412033.043193607
btc,2014-04-24 08:00:00,494.2733,9512215.003743047
btc,2014-04-25 08:00:00,458.8067,44062361.80745845
btc,2014-04-26 08:00:00,453.8,11997979.867558926
btc,2014-04-27 08:00:00,437.9216,9760121.834963577
btc,2014-04-28 08:00:00,436.92,20781687.97683261
btc,2014-04-29 08:00:00,443.27,15011935.551518673
btc,2014-04-30 08:00:00,444.9968,13054745.683608102
btc,2014-05-01 08:00:00,455.0913,11953625.134976294
btc,2014-05-02 08:00:00,443.4734,8165770.147874059
btc,2014-05-03 08:00:00,434.0333,9446958.635517636
btc,2014-05-04 08:00:00,433.9432,5229830.630972039
btc,2014-05-05 08:00:00,429.0761,8567756.392353557
btc,2014-05-06 08:00:00,426.7634,10822749.124633348
btc,2014-05-07 08:00:00,439.3,16360711.036365218
btc,2014-05-08 08:00:00,437.3633,8491458.546028852
btc,2014-05-09 08:00:00,447.4933,8820053.293163313
btc,2014-05-10 08:00:00,452.505,5529665.186791251
btc,2014-05-11 08:00:00,436.2833,11522907.034093864
btc,2014-05-12 08:00:00,439.19,5903393.674349334
btc,2014-05-13 08:00:00,437.305,5619474.108984868
btc,2014-05-14 08:00:00,444.2467,6764834.29138491
btc,2014-05-15 08:00:00,444.25,6219944.38500291
btc,2014-05-16 08:00:00,445.165,5292980.730698652
btc,2014-05-17 08:00:00,445.8533,2642092.2130057854
btc,2014-05-18 08:00:00,444.2133,7828552.781743507
btc,2014-05-19 08:00:00,443.87,11697296.019628461
btc,2014-05-20 08:00:00,483.4167,59415447.482920215
btc,2014-05-21 08:00:00,488.7717,20125942.252461053
btc,2014-05-22 08:00:00,522.6083,28758404.007310245
btc,2014-05-23 08:00:00,524.475,30253343.70043255
btc,2014-05-24 08:00:00,523.1083,10236386.684289353
btc,2014-05-25 08:00:00,569.3767,43762384.55551313
btc,2014-05-26 08:00:00,579.6217,26174591.715237826
btc,2014-05-27 08:00:00,569.475,33059214.23635299
btc,2014-05-28 08:00:00,571.5533,15739188.285988351
btc,2014-05-29 08:00:00,565.26,14362990.94411866
btc,2014-05-30 08:00:00,621.1467,42271699.63749006
btc,2014-05-31 08:00:00,620.5,18656368.10083591
btc,2014-06-01 08:00:00,640.1617,53565199.679242626
btc,2014-06-02 08:00:00,656.41,41153743.55147136
btc,2014-06-03 08:00:00,667.3683,37419432.11298669
btc,2014-06-04 08:00:00,641.1833,43722721.85640881
btc,2014-06-05 08:00:00,658.1,24809749.5691626
btc,2014-06-06 08:00:00,648.63,14032413.3666774
btc,2014-06-07 08:00:00,651.7083,12954147.496912882
btc,2014-06-08 08:00:00,649.8983,6819173.803153491
btc,2014-06-09 08:00:00,643.905,15165258.001682783
btc,2014-06-10 08:00:00,649.0567,13698528.103743391
btc,2014-06-11 08:00:00,630.0367,20706208.81438605
btc,2014-06-12 08:00:00,567.175,41032286.05220322
btc,2014-06-13 08:00:00,594.6833,37950646.151919045
btc,2014-06-14 08:00:00,570.0033,33752601.59059282
btc,2014-06-15 08:00:00,583.41,19377536.876052536
btc,2014-06-16 08:00:00,592.52,25803391.330629352
btc,2014-06-17 08:00:00,607.1583,14064824.78230287
btc,2014-06-18 08:00:00,604.19,14955835.77044088
btc,2014-06-19 08:00:00,593.3883000000002,11266428.30113169
btc,2014-06-20 08:00:00,590.055,14899960.97248743
btc,2014-06-21 08:00:00,591.2567,8304999.789508111
btc,2014-06-22 08:00:00,595.0367,9952321.043074599
btc,2014-06-23 08:00:00,586.1482999999998,11249420.61918756
btc,2014-06-24 08:00:00,582.4149999999998,11613405.81708644
btc,2014-06-25 08:00:00,561.4716999999999,18237241.345597345
btc,2014-06-26 08:00:00,579.5867,12733876.653646294
btc,2014-06-27 08:00:00,598.2367,19906418.825948466
btc,2014-06-28 08:00:00,594.8717000000001,13624207.397432778
btc,2014-06-29 08:00:00,598.4883,8878656.403461741
btc,2014-06-30 08:00:00,637.7549999999999,47015974.05882847
btc,2014-07-01 08:00:00,643.9350000000001,38496541.685756736
btc,2014-07-02 08:00:00,648.1075000000002,25992122.167154185
btc,2014-07-03 08:00:00,640.2838000000003,18539083.74715486
btc,2014-07-04 08:00:00,627.1288,22418156.550761543
btc,2014-07-05 08:00:00,627.5812999999999,9292051.769341238
btc,2014-07-06 08:00:00,631.0025,11187211.133814601
btc,2014-07-07 08:00:00,619.4950000000002,18525910.64620546
btc,2014-07-08 08:00:00,620.0474999999996,9269839.610474609
btc,2014-07-09 08:00:00,620.16,9329941.299859986
btc,2014-07-10 08:00:00,615.1275000000002,15009203.935868405
btc,2014-07-11 08:00:00,630.8350000000002,15836826.82458833
btc,2014-07-12 08:00:00,633.6389951679741,13267457.870885218
btc,2014-07-13 08:00:00,627.4623228193354,11435029.121800043
btc,2014-07-14 08:00:00,618.2050265064788,2646077079.3567286
btc,2014-07-15 08:00:00,618.9524999999999,10776372.317991683
btc,2014-07-16 08:00:00,614.1474999999997,13679053.322608326
btc,2014-07-17 08:00:00,622.8950000000001,14637445.280315427
btc,2014-07-18 08:00:00,627.0188000000003,14086517.690069783
btc,2014-07-19 08:00:00,626.1763000000001,7640657.031253545
btc,2014-07-20 08:00:00,620.5138,4767570.26288198
btc,2014-07-21 08:00:00,619.9088000000002,8225443.991691393
btc,2014-07-22 08:00:00,619.0062999999999,7698580.9229142675
btc,2014-07-23 08:00:00,617.9425000000001,9043046.013458895
btc,2014-07-24 08:00:00,599.8088,24703385.252356224
btc,2014-07-25 08:00:00,600.0963000000002,20256797.398241412
btc,2014-07-26 08:00:00,593.7750000000001,11443452.28870578
btc,2014-07-27 08:00:00,590.3788,9300140.74662901
btc,2014-07-28 08:00:00,585.2787999999998,23117898.15816101
btc,2014-07-29 08:00:00,581.7138,11790372.332249207
btc,2014-07-30 08:00:00,560.7912999999999,18397948.917774394
btc,2014-07-31 08:00:00,583.1821057431899,23252091.391060743
btc,2014-08-01 08:00:00,593.8655273953669,22927176.796534866
btc,2014-08-02 08:00:00,588.2306991611412,9260582.608232379
btc,2014-08-03 08:00:00,585.5731940766995,9179432.125804095
btc,2014-08-04 08:00:00,586.3686859113967,11325982.78547038
btc,2014-08-05 08:00:00,582.4186267649761,13046784.254992407
btc,2014-08-06 08:00:00,583.3249999999999,12769922.201948395
btc,2014-08-07 08:00:00,587.2031590188054,11942668.461052554
btc,2014-08-08 08:00:00,590.9072702245192,12277588.527439365
btc,2014-08-09 08:00:00,588.1078559835756,7934876.355063622
btc,2014-08-10 08:00:00,588.5004825541756,8504716.676129557
btc,2014-08-11 08:00:00,573.4063,16394404.861505693
btc,2014-08-12 08:00:00,567.4023482208208,15825348.317337945
btc,2014-08-13 08:00:00,543.6674999999999,36644669.931792624
btc,2014-08-14 08:00:00,503.7087999999998,46265624.62553175
btc,2014-08-15 08:00:00,492.2844982828295,31123413.362281278
btc,2014-08-16 08:00:00,521.0463000000001,27941383.427219495
btc,2014-08-17 08:00:00,494.7813,28596111.80240412
btc,2014-08-18 08:00:00,459.8863000000001,60758484.534893334
btc,2014-08-19 08:00:00,484.1549999999999,45173284.02810885
btc,2014-08-20 08:00:00,514.1863000000001,55122051.107402146
btc,2014-08-21 08:00:00,515.605,47111104.07847081
btc,2014-08-22 08:00:00,515.8263000000001,34159957.60252427
btc,2014-08-23 08:00:00,496.5688000000001,23986341.558129977
btc,2014-08-24 08:00:00,508.1138,18509793.266628254
btc,2014-08-25 08:00:00,500.3863,15737842.720394537
btc,2014-08-26 08:00:00,510.6387999999999,21288943.923400816
btc,2014-08-27 08:00:00,510.4463,21505988.92038193
btc,2014-08-28 08:00:00,506.9150000000001,18467248.48861226
btc,2014-08-29 08:00:00,508.0963,16001723.62834569
btc,2014-08-30 08:00:00,501.5300000000001,10747408.658269238
btc,2014-08-31 08:00:00,480.0262999999999,43358429.758384064
btc,2014-09-01 08:00:00,475.8200000000002,19343751.807486504
btc,2014-09-02 08:00:00,474.6938,21083352.224831242
btc,2014-09-03 08:00:00,474.7263000000001,14233663.71176932
btc,2014-09-04 08:00:00,489.5475000000001,23597497.056552686
btc,2014-09-05 08:00:00,480.2425000000001,14058803.04997312
btc,2014-09-06 08:00:00,482.3588,9776900.705157386
btc,2014-09-07 08:00:00,480.6025,7748654.382831849
btc,2014-09-08 08:00:00,471.1250000000001,27618107.417669404
btc,2014-09-09 08:00:00,471.7538,20218609.30319999
btc,2014-09-10 08:00:00,477.1138,20792329.424092777
btc,2014-09-11 08:00:00,476.3775000000001,14579193.13186878
btc,2014-09-12 08:00:00,473.6874999999999,13395857.32409978
btc,2014-09-13 08:00:00,476.0013,14007703.004896387
btc,2014-09-14 08:00:00,474.795,11468703.326540692
btc,2014-09-15 08:00:00,473.0313,12723496.884358438
btc,2014-09-16 08:00:00,462.5925,16956832.82370955
btc,2014-09-17 08:00:00,454.6238000000001,23179362.991400693
btc,2014-09-18 08:00:00,423.565,48338347.98438927
btc,2014-09-19 08:00:00,393.2624999999999,47766762.1622319
btc,2014-09-20 08:00:00,408.5025,47847915.31720254
btc,2014-09-21 08:00:00,396.62,32843840.15919743
btc,2014-09-22 08:00:00,398.3113000000001,24225299.2144736
btc,2014-09-23 08:00:00,433.7512999999999,57448184.246617585
btc,2014-09-24 08:00:00,420.92,32689372.436466075
btc,2014-09-25 08:00:00,407.9775,30733509.96720748
btc,2014-09-26 08:00:00,402.88,23707503.068168852
btc,2014-09-27 08:00:00,398.0074999999999,16698720.05207724
btc,2014-09-28 08:00:00,375.9887999999999,29504744.82791448
btc,2014-09-29 08:00:00,373.0888,37668363.03976922
btc,2014-09-30 08:00:00,387.3512999999999,34519038.81008948
btc,2014-10-01 08:00:00,380.8949999999999,26019381.155069035
btc,2014-10-02 08:00:00,371.8413,19867284.508463353
btc,2014-10-03 08:00:00,356.1899999999999,29080111.339532
btc,2014-10-04 08:00:00,327.8813,44971218.61630971
btc,2014-10-05 08:00:00,325.1099999999999,81809696.99023308
btc,2014-10-06 08:00:00,328.73,75997580.13997829
btc,2014-10-07 08:00:00,331.7238,43924704.45993865
btc,2014-10-08 08:00:00,353.3901000000001,50777426.825353265
